Institution,CIPCODE,CIPCODE_LABEL,ConferralYear,AwardLevel,Completions,Target Program
Appalachian State University,13.1315,Reading Teacher Education.,2023,Master's degree,26,X
Appalachian State University,13.1202,Elementary Education and Teaching.,2023,Master's degree,0,X
Appalachian State University,13.1001,"Special Education and Teaching, General.",2023,Master's degree,29,X
Appalachian State University,13.0501,Educational/Instructional Technology.,2023,Master's degree,25,X
Appalachian State University,13.0401,"Educational Leadership and Administration, General.",2023,Master's degree,5,X
Appalachian State University,13.0301,Curriculum and Instruction.,2023,Master's degree,29,X
Arizona Christian University,13.0101,"Education, General.",2023,Master's degree,0,X
Arizona State University Digital Immersion,52.1301,Management Science.,2023,Master's degree,158,X
Arizona State University Digital Immersion,52.0213,Organizational Leadership.,2023,Master's degree,88,X
Arizona State University Digital Immersion,52.0203,"Logistics, Materials, and Supply Chain Management.",2023,Master's degree,35,X
Arizona State University Digital Immersion,51.3801,Registered Nursing/Registered Nurse.,2023,Master's degree,23,X
Arizona State University Digital Immersion,51.0701,Health/Health Care Administration/Management.,2023,Master's degree,29,X
Arizona State University Digital Immersion,44.0701,Social Work.,2023,Master's degree,325,X
Arizona State University Digital Immersion,44.0501,"Public Policy Analysis, General.",2023,Master's degree,33,X
Arizona State University Digital Immersion,44.0401,Public Administration.,2023,Master's degree,11,X
Arizona State University Digital Immersion,42.0101,"Psychology, General.",2023,Master's degree,263,X
Arizona State University Digital Immersion,22.0201,"Advanced Legal Research/Studies, General.",2023,Master's degree,241,X
Arizona State University Digital Immersion,14.1001,Electrical and Electronics Engineering.,2023,Master's degree,63,X
Arizona State University Digital Immersion,13.1205,Secondary Education and Teaching.,2023,Master's degree,47,X
Arizona State University Digital Immersion,13.1202,Elementary Education and Teaching.,2023,Master's degree,45,X
Arizona State University Digital Immersion,13.1001,"Special Education and Teaching, General.",2023,Master's degree,1383,X
Arizona State University Digital Immersion,13.0501,Educational/Instructional Technology.,2023,Master's degree,69,X
Arizona State University Digital Immersion,13.0401,"Educational Leadership and Administration, General.",2023,Master's degree,65,X
Arizona State University Digital Immersion,13.0301,Curriculum and Instruction.,2023,Master's degree,217,X
Arizona State University Digital Immersion,11.0701,Computer Science.,2023,Master's degree,362,X
Arizona State University Digital Immersion,9.0702,Digital Communication and Media/Multimedia.,2023,Master's degree,176,X
Arkansas State University,52.1301,Management Science.,2023,Master's degree,48,X
Arkansas State University,51.3801,Registered Nursing/Registered Nurse.,2023,Master's degree,43,X
Arkansas State University,44.0701,Social Work.,2023,Master's degree,22,X
Arkansas State University,44.0401,Public Administration.,2023,Master's degree,87,X
Arkansas State University,31.0504,Sport and Fitness Administration/Management.,2023,Master's degree,146,X
Arkansas State University,13.1315,Reading Teacher Education.,2023,Master's degree,159,X
Arkansas State University,13.1101,Counselor Education/School Counseling and Guidance Services.,2023,Master's degree,120,X
Arkansas State University,13.0301,Curriculum and Instruction.,2023,Master's degree,86,X
Arkansas State University,9.0702,Digital Communication and Media/Multimedia.,2023,Master's degree,31,X
Arkansas Tech University,52.0201,"Business Administration and Management, General.",2023,Master's degree,22,X
Arkansas Tech University,51.3802,Nursing Administration.,2023,Master's degree,2,X
Arkansas Tech University,13.1315,Reading Teacher Education.,2023,Master's degree,3,X
Arkansas Tech University,13.1001,"Special Education and Teaching, General.",2023,Master's degree,14,X
Arkansas Tech University,13.0401,"Educational Leadership and Administration, General.",2023,Master's degree,8,X
Asbury University,52.0301,Accounting.,2023,Master's degree,0,X
Asbury University,52.0201,"Business Administration and Management, General.",2023,Master's degree,16,X
Asbury University,13.1315,Reading Teacher Education.,2023,Master's degree,1,X
Asbury University,13.1202,Elementary Education and Teaching.,2023,Master's degree,2,X
Asbury University,13.1001,"Special Education and Teaching, General.",2023,Master's degree,10,X
Asbury University,13.0501,Educational/Instructional Technology.,2023,Master's degree,1,X
Asbury University,13.0401,"Educational Leadership and Administration, General.",2023,Master's degree,22,X
Ashland University,13.0501,Educational/Instructional Technology.,2023,Master's degree,0,X
Assumption University,52.0201,"Business Administration and Management, General.",2023,Master's degree,68,X
Assumption University,51.0701,Health/Health Care Administration/Management.,2023,Master's degree,2,X
Assumption University,13.1101,Counselor Education/School Counseling and Guidance Services.,2023,Master's degree,22,X
Athens State University,52.0301,Accounting.,2023,Master's degree,1,X
Athens State University,52.0213,Organizational Leadership.,2023,Master's degree,27,X
Athens State University,52.0203,"Logistics, Materials, and Supply Chain Management.",2023,Master's degree,45,X
Athens State University,51.0701,Health/Health Care Administration/Management.,2023,Master's degree,8,X
Athens State University,11.1003,Computer and Information Systems Security/Auditing/Information Assurance.,2023,Master's degree,0,X
Athens State University,11.0101,"Computer and Information Sciences, General.",2023,Master's degree,0,X
Auburn University,52.0301,Accounting.,2023,Master's degree,82,X
Auburn University,52.0203,"Logistics, Materials, and Supply Chain Management.",2023,Master's degree,12,X
Auburn University,52.0201,"Business Administration and Management, General.",2023,Master's degree,325,X
Auburn University,44.0701,Social Work.,2023,Master's degree,19,X
Auburn University,42.2804,Industrial and Organizational Psychology.,2023,Master's degree,14,X
Auburn University,14.1901,Mechanical Engineering.,2023,Master's degree,27,X
Auburn University,14.1001,Electrical and Electronics Engineering.,2023,Master's degree,17,X
Auburn University,14.0801,"Civil Engineering, General.",2023,Master's degree,35,X
Auburn University,13.1205,Secondary Education and Teaching.,2023,Master's degree,17,X
Auburn University,13.1101,Counselor Education/School Counseling and Guidance Services.,2023,Master's degree,27,X
Auburn University,13.0501,Educational/Instructional Technology.,2023,Master's degree,0,X
Auburn University,11.1003,Computer and Information Systems Security/Auditing/Information Assurance.,2023,Master's degree,9,X
Auburn University at Montgomery,51.3801,Registered Nursing/Registered Nurse.,2023,Master's degree,20,X
Auburn University at Montgomery,13.0501,Educational/Instructional Technology.,2023,Master's degree,4,X
Augusta University,51.2201,"Public Health, General.",2023,Master's degree,13,X
Augusta University,13.0401,"Educational Leadership and Administration, General.",2023,Master's degree,5,X
Augustana University,13.1001,"Special Education and Teaching, General.",2023,Master's degree,20,X
Augustana University,13.0101,"Education, General.",2023,Master's degree,98,X
Austin Peay State University,52.0201,"Business Administration and Management, General.",2023,Master's degree,27,X
Austin Peay State University,44.0701,Social Work.,2023,Master's degree,21,X
Austin Peay State University,13.1315,Reading Teacher Education.,2023,Master's degree,11,X
Ave Maria University,52.0201,"Business Administration and Management, General.",2023,Master's degree,5,X
Averett University,52.0301,Accounting.,2023,Master's degree,1,X
Averett University,52.0201,"Business Administration and Management, General.",2023,Master's degree,26,X
Averett University,51.3805,Family Practice Nurse/Nursing.,2023,Master's degree,7,X
Averett University,51.0701,Health/Health Care Administration/Management.,2023,Master's degree,2,X
Averett University,30.7102,Business Analytics.,2023,Master's degree,2,X
Averett University,13.1315,Reading Teacher Education.,2023,Master's degree,3,X
Averett University,13.1001,"Special Education and Teaching, General.",2023,Master's degree,6,X
Averett University,13.0401,"Educational Leadership and Administration, General.",2023,Master's degree,12,X
Averett University,13.0301,Curriculum and Instruction.,2023,Master's degree,9,X
Baker College,52.0301,Accounting.,2023,Master's degree,6,X
Baker College,52.0201,"Business Administration and Management, General.",2023,Master's degree,24,X
Baker College,51.3203,Nursing Education.,2023,Master's degree,6,X
Baker College,51.0701,Health/Health Care Administration/Management.,2023,Master's degree,16,X
Baker College,42.2804,Industrial and Organizational Psychology.,2023,Master's degree,9,X
Baker College,11.1003,Computer and Information Systems Security/Auditing/Information Assurance.,2023,Master's degree,0,X
Baker University,52.0213,Organizational Leadership.,2023,Master's degree,16,X
Baker University,52.0201,"Business Administration and Management, General.",2023,Master's degree,95,X
Baker University,51.3802,Nursing Administration.,2023,Master's degree,3,X
Baker University,51.3203,Nursing Education.,2023,Master's degree,5,X
Baker University,31.0504,Sport and Fitness Administration/Management.,2023,Master's degree,13,X
Baker University,13.1001,"Special Education and Teaching, General.",2023,Master's degree,12,X
Baker University,13.0501,Educational/Instructional Technology.,2023,Master's degree,18,X
Baker University,13.0401,"Educational Leadership and Administration, General.",2023,Master's degree,25,X
Baker University,13.0101,"Education, General.",2023,Master's degree,39,X
Baldwin Wallace University,52.1301,Management Science.,2023,Master's degree,15,X
Baldwin Wallace University,51.2201,"Public Health, General.",2023,Master's degree,11,X
Baldwin Wallace University,31.0504,Sport and Fitness Administration/Management.,2023,Master's degree,8,X
Baldwin Wallace University,13.1315,Reading Teacher Education.,2023,Master's degree,5,X
Baldwin Wallace University,13.0401,"Educational Leadership and Administration, General.",2023,Master's degree,4,X
Baldwin Wallace University,13.0101,"Education, General.",2023,Master's degree,7,X
Ball State University,52.0101,"Business/Commerce, General.",2023,Master's degree,128,X
Ball State University,51.3801,Registered Nursing/Registered Nurse.,2023,Master's degree,38,X
Ball State University,13.1205,Secondary Education and Teaching.,2023,Master's degree,9,X
Ball State University,13.1202,Elementary Education and Teaching.,2023,Master's degree,47,X
Ball State University,13.1001,"Special Education and Teaching, General.",2023,Master's degree,132,X
Ball State University,13.0401,"Educational Leadership and Administration, General.",2023,Master's degree,82,X
Ball State University,13.0301,Curriculum and Instruction.,2023,Master's degree,10,X
Ball State University,11.0401,Information Science/Studies.,2023,Master's degree,40,X
Baptist University of Florida,42.0101,"Psychology, General.",2023,Master's degree,2,X
Barton College,13.1202,Elementary Education and Teaching.,2023,Master's degree,0,X
Barton College,13.0401,"Educational Leadership and Administration, General.",2023,Master's degree,10,X
Bay Path University,52.1302,Business Statistics.,2023,Master's degree,12,X
Bay Path University,52.0301,Accounting.,2023,Master's degree,13,X
Bay Path University,52.0201,"Business Administration and Management, General.",2023,Master's degree,14,X
Bay Path University,51.2201,"Public Health, General.",2023,Master's degree,8,X
Bay Path University,51.0701,Health/Health Care Administration/Management.,2023,Master's degree,13,X
Baylor University,22.0203,American/U.S. Law/Legal Studies/Jurisprudence.,2023,Master's degree,9,X
Belhaven University,52.0213,Organizational Leadership.,2023,Master's degree,0,X
Belhaven University,13.1315,Reading Teacher Education.,2023,Master's degree,9,X
Belhaven University,13.0401,"Educational Leadership and Administration, General.",2023,Master's degree,59,X
Belhaven University,13.0101,"Education, General.",2023,Master's degree,221,X
Bellarmine University,51.3801,Registered Nursing/Registered Nurse.,2023,Master's degree,34,X
Bellevue University,52.1301,Management Science.,2023,Master's degree,15,X
Bellevue University,52.0801,"Finance, General.",2023,Master's degree,8,X
Bellevue University,52.0301,Accounting.,2023,Master's degree,11,X
Bellevue University,52.0201,"Business Administration and Management, General.",2023,Master's degree,188,X
Bellevue University,52.0101,"Business/Commerce, General.",2023,Master's degree,9,X
Bellevue University,51.1508,Mental Health Counseling/Counselor.,2023,Master's degree,99,X
Bellevue University,44.0401,Public Administration.,2023,Master's degree,17,X
Bellevue University,42.2804,Industrial and Organizational Psychology.,2023,Master's degree,31,X
Bellevue University,30.7102,Business Analytics.,2023,Master's degree,32,X
Bellevue University,13.0501,Educational/Instructional Technology.,2023,Master's degree,6,X
Bellevue University,11.1003,Computer and Information Systems Security/Auditing/Information Assurance.,2023,Master's degree,59,X
Bellevue University,11.0401,Information Science/Studies.,2023,Master's degree,29,X
Bellevue University,11.0103,Information Technology.,2023,Master's degree,0,X
Bellevue University,11.0101,"Computer and Information Sciences, General.",2023,Master's degree,46,X
Bellin College,51.3203,Nursing Education.,2023,Master's degree,4,X
Belmont Abbey College,52.0213,Organizational Leadership.,2023,Master's degree,0,X
Belmont Abbey College,52.0201,"Business Administration and Management, General.",2023,Master's degree,0,X
Belmont Abbey College,51.3801,Registered Nursing/Registered Nurse.,2023,Master's degree,0,X
Belmont Abbey College,51.0701,Health/Health Care Administration/Management.,2023,Master's degree,11,X
Bemidji State University,52.0301,Accounting.,2023,Master's degree,4,X
Bemidji State University,52.0201,"Business Administration and Management, General.",2023,Master's degree,31,X
Bemidji State University,13.1001,"Special Education and Teaching, General.",2023,Master's degree,26,X
Bemidji State University,13.0301,Curriculum and Instruction.,2023,Master's degree,0,X
Bemidji State University,13.0101,"Education, General.",2023,Master's degree,5,X
Benedictine College,52.0201,"Business Administration and Management, General.",2023,Master's degree,39,X
Bentley University,52.1399,"Management Sciences and Quantitative Methods, Other.",2023,Master's degree,22,X
Bentley University,52.1302,Business Statistics.,2023,Master's degree,81,X
Bentley University,52.0801,"Finance, General.",2023,Master's degree,90,X
Bentley University,52.0301,Accounting.,2023,Master's degree,21,X
Bentley University,52.0201,"Business Administration and Management, General.",2023,Master's degree,209,X
Bentley University,27.0305,Financial Mathematics.,2023,Master's degree,39,X
Bentley University,11.0103,Information Technology.,2023,Master's degree,6,X
Berry College,13.0401,"Educational Leadership and Administration, General.",2023,Master's degree,1,X
Berry College,13.0301,Curriculum and Instruction.,2023,Master's degree,61,X
Bethel University,13.0101,"Education, General.",2023,Master's degree,0,X
Bethel University,52.0213,Organizational Leadership.,2023,Master's degree,0,X
Bethel University,52.0201,"Business Administration and Management, General.",2023,Master's degree,36,X
Bethel University,51.3802,Nursing Administration.,2023,Master's degree,0,X
Bethel University,51.3203,Nursing Education.,2023,Master's degree,4,X
Bethel University,44.0701,Social Work.,2023,Master's degree,0,X
Bethel University,52.0213,Organizational Leadership.,2023,Master's degree,10,X
Bethel University,52.0201,"Business Administration and Management, General.",2023,Master's degree,21,X
Bethel University,13.0401,"Educational Leadership and Administration, General.",2023,Master's degree,12,X
Bethesda University,52.0201,"Business Administration and Management, General.",2023,Master's degree,17,X
Beulah Heights University,52.0213,Organizational Leadership.,2023,Master's degree,3,X
Beulah Heights University,52.0201,"Business Administration and Management, General.",2023,Master's degree,7,X
Biola University,52.0101,"Business/Commerce, General.",2023,Master's degree,28,X
Black Hills State University,13.1315,Reading Teacher Education.,2023,Master's degree,12,X
Black Hills State University,13.1205,Secondary Education and Teaching.,2023,Master's degree,17,X
Black Hills State University,13.1001,"Special Education and Teaching, General.",2023,Master's degree,3,X
Black Hills State University,13.0301,Curriculum and Instruction.,2023,Master's degree,5,X
Blessing Rieman College of Nursing and Health Sciences,51.3801,Registered Nursing/Registered Nurse.,2023,Master's degree,6,X
Blue Mountain Christian University,52.0201,"Business Administration and Management, General.",2023,Master's degree,17,X
Blue Mountain Christian University,13.1315,Reading Teacher Education.,2023,Master's degree,9,X
Blue Mountain Christian University,13.1202,Elementary Education and Teaching.,2023,Master's degree,2,X
Bluefield University,52.0801,"Finance, General.",2023,Master's degree,0,X
Bluefield University,52.0213,Organizational Leadership.,2023,Master's degree,16,X
Bluefield University,52.0201,"Business Administration and Management, General.",2023,Master's degree,6,X
Bluefield University,51.3805,Family Practice Nurse/Nursing.,2023,Master's degree,12,X
Bluefield University,51.1508,Mental Health Counseling/Counselor.,2023,Master's degree,5,X
Bluefield University,13.1101,Counselor Education/School Counseling and Guidance Services.,2023,Master's degree,3,X
Bluefield University,13.0401,"Educational Leadership and Administration, General.",2023,Master's degree,2,X
Bluefield University,13.0301,Curriculum and Instruction.,2023,Master's degree,5,X
Bluffton University,13.0101,"Education, General.",2023,Master's degree,14,X
Bob Jones University,42.2803,Counseling Psychology.,2023,Master's degree,12,X
Bob Jones University,31.0504,Sport and Fitness Administration/Management.,2023,Master's degree,6,X
Bob Jones University,13.0401,"Educational Leadership and Administration, General.",2023,Master's degree,19,X
Boise State University,13.1315,Reading Teacher Education.,2023,Master's degree,11,X
Boise State University,13.1001,"Special Education and Teaching, General.",2023,Master's degree,17,X
Boise State University,13.0501,Educational/Instructional Technology.,2023,Master's degree,30,X
Boise State University,9.0702,Digital Communication and Media/Multimedia.,2023,Master's degree,0,X
Boston College,51.0701,Health/Health Care Administration/Management.,2023,Master's degree,44,X
Boston College,31.0504,Sport and Fitness Administration/Management.,2023,Master's degree,59,X
Bowling Green State University-Main Campus,13.1315,Reading Teacher Education.,2023,Master's degree,41,X
Bowling Green State University-Main Campus,13.0301,Curriculum and Instruction.,2023,Master's degree,88,X
Bradley University,51.3805,Family Practice Nurse/Nursing.,2023,Master's degree,117,X
Bradley University,51.3802,Nursing Administration.,2023,Master's degree,6,X
Brandeis University,11.1003,Computer and Information Systems Security/Auditing/Information Assurance.,2023,Master's degree,4,X
Brenau University,52.0801,"Finance, General.",2023,Master's degree,2,X
Brenau University,52.0301,Accounting.,2023,Master's degree,11,X
Brenau University,52.0201,"Business Administration and Management, General.",2023,Master's degree,22,X
Brenau University,51.3805,Family Practice Nurse/Nursing.,2023,Master's degree,31,X
Brenau University,13.1205,Secondary Education and Teaching.,2023,Master's degree,1,X
Brenau University,13.1202,Elementary Education and Teaching.,2023,Master's degree,43,X
Brescia University,52.0201,"Business Administration and Management, General.",2023,Master's degree,9,X
Brescia University,44.0701,Social Work.,2023,Master's degree,21,X
Brevard College,52.0201,"Business Administration and Management, General.",2023,Master's degree,0,X
Briar Cliff University,52.0201,"Business Administration and Management, General.",2023,Master's degree,12,X
Bridgewater State University,13.0401,"Educational Leadership and Administration, General.",2023,Master's degree,28,X
Bryan College of Health Sciences,51.3802,Nursing Administration.,2023,Master's degree,5,X
Bryan College of Health Sciences,51.3203,Nursing Education.,2023,Master's degree,5,X
Bryan College-Dayton,52.0213,Organizational Leadership.,2023,Master's degree,1,X
Bryan College-Dayton,52.0201,"Business Administration and Management, General.",2023,Master's degree,23,X
Bryan College-Dayton,13.0101,"Education, General.",2023,Master's degree,14,X
Bryant University,52.0213,Organizational Leadership.,2023,Master's degree,42,X
Bryn Athyn College of the New Church,13.1001,"Special Education and Teaching, General.",2023,Master's degree,0,X
Buena Vista University,52.0213,Organizational Leadership.,2023,Master's degree,38,X
Buena Vista University,13.0501,Educational/Instructional Technology.,2023,Master's degree,18,X
Buena Vista University,13.0301,Curriculum and Instruction.,2023,Master's degree,46,X
Buena Vista University,13.0101,"Education, General.",2023,Master's degree,2,X
Bushnell University,52.0213,Organizational Leadership.,2023,Master's degree,4,X
Bushnell University,52.0201,"Business Administration and Management, General.",2023,Master's degree,13,X
Bushnell University,52.0101,"Business/Commerce, General.",2023,Master's degree,0,X
Bushnell University,51.3802,Nursing Administration.,2023,Master's degree,1,X
Bushnell University,51.3203,Nursing Education.,2023,Master's degree,0,X
Bushnell University,13.0501,Educational/Instructional Technology.,2023,Master's degree,0,X
Bushnell University,13.0401,"Educational Leadership and Administration, General.",2023,Master's degree,8,X
Butler University,52.1301,Management Science.,2023,Master's degree,14,X
Butler University,51.1508,Mental Health Counseling/Counselor.,2023,Master's degree,0,X
Cabarrus College of Health Sciences,51.3802,Nursing Administration.,2023,Master's degree,27,X
Cabarrus College of Health Sciences,51.0701,Health/Health Care Administration/Management.,2023,Master's degree,0,X
Cairn University-Langhorne,52.0201,"Business Administration and Management, General.",2023,Master's degree,21,X
Cairn University-Langhorne,13.1001,"Special Education and Teaching, General.",2023,Master's degree,9,X
Cairn University-Langhorne,13.0401,"Educational Leadership and Administration, General.",2023,Master's degree,5,X
Cal State Fullerton,13.0501,Educational/Instructional Technology.,2023,Master's degree,117,X
Caldwell University,51.3802,Nursing Administration.,2023,Master's degree,6,X
California Baptist University,52.0301,Accounting.,2023,Master's degree,9,X
California Baptist University,51.0701,Health/Health Care Administration/Management.,2023,Master's degree,14,X
California Baptist University,44.0401,Public Administration.,2023,Master's degree,27,X
California Baptist University,13.0401,"Educational Leadership and Administration, General.",2023,Master's degree,0,X
California State Polytechnic University-Humboldt,13.0101,"Education, General.",2023,Master's degree,1,X
California State Polytechnic University-Pomona,11.0103,Information Technology.,2023,Master's degree,24,X
California State University-Bakersfield,13.0101,"Education, General.",2023,Master's degree,111,X
California State University-Fresno,13.1315,Reading Teacher Education.,2023,Master's degree,13,X
California State University-Long Beach,13.0501,Educational/Instructional Technology.,2023,Master's degree,18,X
California State University-Northridge,13.0501,Educational/Instructional Technology.,2023,Master's degree,17,X
California State University-Sacramento,52.0301,Accounting.,2023,Master's degree,0,X
California State University-San Marcos,52.0201,"Business Administration and Management, General.",2023,Master's degree,59,X
California State University-San Marcos,13.1315,Reading Teacher Education.,2023,Master's degree,10,X
California State University-San Marcos,13.0401,"Educational Leadership and Administration, General.",2023,Master's degree,0,X
California State University-San Marcos,11.1003,Computer and Information Systems Security/Auditing/Information Assurance.,2023,Master's degree,18,X
Calumet College of Saint Joseph,44.0401,Public Administration.,2023,Master's degree,43,X
Calvary University,52.0213,Organizational Leadership.,2023,Master's degree,0,X
Calvary University,13.1205,Secondary Education and Teaching.,2023,Master's degree,0,X
Calvary University,13.0401,"Educational Leadership and Administration, General.",2023,Master's degree,2,X
Calvin University,52.0213,Organizational Leadership.,2023,Master's degree,0,X
Calvin University,52.0201,"Business Administration and Management, General.",2023,Master's degree,5,X
Calvin University,51.2201,"Public Health, General.",2023,Master's degree,0,X
Calvin University,44.0501,"Public Policy Analysis, General.",2023,Master's degree,0,X
Calvin University,44.0401,Public Administration.,2023,Master's degree,0,X
Calvin University,13.1315,Reading Teacher Education.,2023,Master's degree,5,X
Cameron University,52.0101,"Business/Commerce, General.",2023,Master's degree,13,X
Cameron University,42.2803,Counseling Psychology.,2023,Master's degree,32,X
Cameron University,13.1315,Reading Teacher Education.,2023,Master's degree,10,X
Cameron University,13.0401,"Educational Leadership and Administration, General.",2023,Master's degree,10,X
Cameron University,13.0101,"Education, General.",2023,Master's degree,5,X
Campbell University,52.0213,Organizational Leadership.,2023,Master's degree,0,X
Campbell University,13.0101,"Education, General.",2023,Master's degree,0,X
Campbellsville University,51.3801,Registered Nursing/Registered Nurse.,2023,Master's degree,3,X
Campbellsville University,44.0701,Social Work.,2023,Master's degree,246,X
Campbellsville University,13.1101,Counselor Education/School Counseling and Guidance Services.,2023,Master's degree,51,X
Campbellsville University,13.1001,"Special Education and Teaching, General.",2023,Master's degree,44,X
Campbellsville University,13.0301,Curriculum and Instruction.,2023,Master's degree,15,X
Canisius University,31.0504,Sport and Fitness Administration/Management.,2023,Master's degree,44,X
Canisius University,13.1315,Reading Teacher Education.,2023,Master's degree,5,X
Canisius University,13.0501,Educational/Instructional Technology.,2023,Master's degree,8,X
Canisius University,13.0401,"Educational Leadership and Administration, General.",2023,Master's degree,0,X
Capitol Technology University,52.1302,Business Statistics.,2023,Master's degree,0,X
Capitol Technology University,52.0201,"Business Administration and Management, General.",2023,Master's degree,2,X
Capitol Technology University,14.1001,Electrical and Electronics Engineering.,2023,Master's degree,1,X
Capitol Technology University,11.1003,Computer and Information Systems Security/Auditing/Information Assurance.,2023,Master's degree,35,X
Capitol Technology University,11.0701,Computer Science.,2023,Master's degree,0,X
Capitol Technology University,11.0401,Information Science/Studies.,2023,Master's degree,0,X
Capitol Technology University,11.0101,"Computer and Information Sciences, General.",2023,Master's degree,5,X
Carlow University,52.0301,Accounting.,2023,Master's degree,0,X
Carlow University,52.0201,"Business Administration and Management, General.",2023,Master's degree,24,X
Carlow University,51.3805,Family Practice Nurse/Nursing.,2023,Master's degree,43,X
Carlow University,51.3203,Nursing Education.,2023,Master's degree,12,X
Carlow University,44.0701,Social Work.,2023,Master's degree,7,X
Carlow University,13.1315,Reading Teacher Education.,2023,Master's degree,1,X
Carlow University,13.1205,Secondary Education and Teaching.,2023,Master's degree,8,X
Carlow University,13.1001,"Special Education and Teaching, General.",2023,Master's degree,8,X
Carlow University,13.0401,"Educational Leadership and Administration, General.",2023,Master's degree,1,X
Carlow University,13.0301,Curriculum and Instruction.,2023,Master's degree,5,X
Carolina University,52.1301,Management Science.,2023,Master's degree,0,X
Carolina University,52.0213,Organizational Leadership.,2023,Master's degree,8,X
Carolina University,51.2201,"Public Health, General.",2023,Master's degree,0,X
Carolina University,13.0101,"Education, General.",2023,Master's degree,2,X
Carroll College,52.0301,Accounting.,2023,Master's degree,7,X
Carroll College,44.0701,Social Work.,2023,Master's degree,20,X
Catawba College,51.1508,Mental Health Counseling/Counselor.,2023,Master's degree,10,X
Catawba College,13.1202,Elementary Education and Teaching.,2023,Master's degree,0,X
Cedarville University,51.3805,Family Practice Nurse/Nursing.,2023,Master's degree,28,X
Cedarville University,51.3802,Nursing Administration.,2023,Master's degree,1,X
Cedarville University,51.3203,Nursing Education.,2023,Master's degree,3,X
Centenary University,52.0201,"Business Administration and Management, General.",2023,Master's degree,4,X
Centenary University,44.0401,Public Administration.,2023,Master's degree,14,X
Central Michigan University,11.0101,"Computer and Information Sciences, General.",2023,Master's degree,2,X
Central State University,52.0101,"Business/Commerce, General.",2023,Master's degree,9,X
Central Washington University,13.1315,Reading Teacher Education.,2023,Master's degree,3,X
Central Washington University,13.0401,"Educational Leadership and Administration, General.",2023,Master's degree,3,X
Chadron State College,52.0201,"Business Administration and Management, General.",2023,Master's degree,32,X
Chadron State College,42.2803,Counseling Psychology.,2023,Master's degree,15,X
Chadron State College,13.1101,Counselor Education/School Counseling and Guidance Services.,2023,Master's degree,14,X
Chadron State College,13.0301,Curriculum and Instruction.,2023,Master's degree,18,X
Chaminade University of Honolulu,52.0201,"Business Administration and Management, General.",2023,Master's degree,67,X
Chaminade University of Honolulu,42.2803,Counseling Psychology.,2023,Master's degree,73,X
Chaminade University of Honolulu,13.1205,Secondary Education and Teaching.,2023,Master's degree,10,X
Chaminade University of Honolulu,13.1202,Elementary Education and Teaching.,2023,Master's degree,11,X
Chaminade University of Honolulu,13.1001,"Special Education and Teaching, General.",2023,Master's degree,1,X
Chaminade University of Honolulu,13.0401,"Educational Leadership and Administration, General.",2023,Master's degree,9,X
Champlain College,52.0301,Accounting.,2023,Master's degree,1,X
Champlain College,52.0213,Organizational Leadership.,2023,Master's degree,14,X
Champlain College,52.0201,"Business Administration and Management, General.",2023,Master's degree,78,X
Champlain College,51.0701,Health/Health Care Administration/Management.,2023,Master's degree,30,X
Champlain College,30.7102,Business Analytics.,2023,Master's degree,0,X
Champlain College,11.1003,Computer and Information Systems Security/Auditing/Information Assurance.,2023,Master's degree,65,X
Charles R Drew University of Medicine and Science,51.2201,"Public Health, General.",2023,Master's degree,32,X
Charter Oak State College,52.0213,Organizational Leadership.,2023,Master's degree,6,X
Charter Oak State College,51.0701,Health/Health Care Administration/Management.,2023,Master's degree,21,X
Chatham University,51.3801,Registered Nursing/Registered Nurse.,2023,Master's degree,8,X
Chatham University,51.3203,Nursing Education.,2023,Master's degree,0,X
Chestnut Hill College,52.0213,Organizational Leadership.,2023,Master's degree,12,X
Chowan University,52.0213,Organizational Leadership.,2023,Master's degree,29,X
Citadel Military College of South Carolina,52.0201,"Business Administration and Management, General.",2023,Master's degree,13,X
Citadel Military College of South Carolina,52.0101,"Business/Commerce, General.",2023,Master's degree,120,X
Citadel Military College of South Carolina,14.0801,"Civil Engineering, General.",2023,Master's degree,5,X
Citadel Military College of South Carolina,13.0501,Educational/Instructional Technology.,2023,Master's degree,5,X
City University of Seattle,52.0213,Organizational Leadership.,2023,Master's degree,12,X
City University of Seattle,52.0201,"Business Administration and Management, General.",2023,Master's degree,50,X
City University of Seattle,13.1202,Elementary Education and Teaching.,2023,Master's degree,27,X
City University of Seattle,13.1101,Counselor Education/School Counseling and Guidance Services.,2023,Master's degree,12,X
City University of Seattle,13.1001,"Special Education and Teaching, General.",2023,Master's degree,8,X
City University of Seattle,13.0401,"Educational Leadership and Administration, General.",2023,Master's degree,3,X
City University of Seattle,13.0301,Curriculum and Instruction.,2023,Master's degree,72,X
City University of Seattle,13.0101,"Education, General.",2023,Master's degree,1,X
City University of Seattle,11.1003,Computer and Information Systems Security/Auditing/Information Assurance.,2023,Master's degree,2,X
City University of Seattle,11.0701,Computer Science.,2023,Master's degree,29,X
City Vision University,52.0201,"Business Administration and Management, General.",2023,Master's degree,10,X
Claremont Lincoln University,51.0701,Health/Health Care Administration/Management.,2023,Master's degree,26,X
Claremont Lincoln University,44.0401,Public Administration.,2023,Master's degree,19,X
Clarke University,52.0201,"Business Administration and Management, General.",2023,Master's degree,19,X
Clarks Summit University,42.2803,Counseling Psychology.,2023,Master's degree,24,X
Clarkson College,51.3805,Family Practice Nurse/Nursing.,2023,Master's degree,61,X
